epoch,train_loss,valid_loss,time
0,0.024580299854278564,0.023176390677690506,00:08
1,0.02088654600083828,0.022382138296961784,00:09
2,0.01844760961830616,0.022913150489330292,00:09
3,0.01740782894194126,0.02214321866631508,00:08
4,0.01771056279540062,0.022792331874370575,00:08
5,0.01934225670993328,0.024783337488770485,00:08
6,0.01907269097864628,0.022863982245326042,00:08
7,0.018588025122880936,0.021843785420060158,00:08
8,0.018311509862542152,0.021339047700166702,00:08
9,0.018339328467845917,0.02095874212682247,00:08
10,0.017338450998067856,0.020607609301805496,00:08
11,0.016579661518335342,0.02073771320283413,00:08
12,0.0157726239413023,0.020597295835614204,00:08
13,0.015379820950329304,0.020389234647154808,00:08
14,0.016023047268390656,0.020378710702061653,00:08
15,0.01615055650472641,0.020327942445874214,00:08
16,0.015644297003746033,0.02035336382687092,00:08
17,0.015311669558286667,0.02022148296236992,00:08
18,0.01464489009231329,0.020226359367370605,00:08
19,0.015043333172798157,0.020029723644256592,00:08
